experiment_id	run_id	experiment_date	culture_media	baseline_signal	cells_per_well	growth_mode	snp_fp_status	master_ccl_id
641	7024-01-A01-02-51	20121105	DMEM001	2.225e-001	500	adherent	SNP-matched-reference	930
642	7024-01-A01-02-51	20121105	EMEM003	3.400e-003	500	adherent	SNP-matched-reference	1006
642	7024-01-A01-02-51	20121106	EMEM003	3.400e-003	500	adherent	SNP-matched-reference	1006
643	7024-01-A01-02-51	20121105	EMEM001	2.767e-001	500	adherent	SNP-matched-reference	1058
643	7024-01-A01-02-51	20121106	EMEM001	2.767e-001	500	adherent	SNP-matched-reference	1058
644	7024-01-A01-02-51	20121105	MEM001	1.508e-001	500	adherent	SNP-matched-reference	1204
645	7024-01-A01-02-51	20121105	EMEM005	1.507e-001	500	adherent	SNP-matched-reference	1282
646	7024-01-A01-02-52	20121109	DMEM001	2.225e-001	500	adherent	SNP-matched-reference	37
647	7024-01-A01-02-52	20121109	EMEM001	2.767e-001	500	adherent	SNP-matched-reference	225
648	7024-01-A01-02-52	20121109	EMEM001	2.767e-001	500	adherent	SNP-matched-reference	255
649	7024-01-A01-02-52	20121109	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	331
650	7024-01-A01-02-52	20121109	DMEM001	2.225e-001	500	adherent	SNP-matched-reference	409
651	7024-01-A01-02-52	20121109	DMEM001	2.225e-001	500	adherent	SNP-matched-reference	414
652	7024-01-A01-02-52	20121109	EMEM001	2.767e-001	500	adherent	SNP-matched-reference	446
653	7024-01-A01-02-52	20121109	WILLIAMSE001	2.362e-001	500	adherent	SNP-matched-reference	489
654	7024-01-A01-02-52	20121109	DMEMF12003	4.570e+000	500	adherent	SNP-matched-reference	497
655	7024-01-A01-02-52	20121109	EMEM001	2.767e-001	500	adherent	SNP-matched-reference	669
656	7024-01-A01-02-52	20121109	DMEM001	2.225e-001	500	adherent	SNP-matched-reference	679
657	7024-01-A01-02-52	20121109	DMEM001	2.225e-001	500	suspension	SNP-matched-reference	723
658	7024-01-A01-02-52	20121109	DMEM001	2.225e-001	500	adherent	SNP-matched-reference	1048
659	7024-01-A01-02-52	20121109	DMEM001	2.225e-001	500	adherent	SNP-not-tested	1053
660	7024-01-A01-02-52	20121109	DMEM001	2.225e-001	500	adherent	SNP-matched-reference	1165
661	7024-01-A01-02-52	20121109	EMEM001	2.767e-001	500	adherent	SNP-matched-reference	1255
662	7024-01-A01-02-52	20121109	EMEM001	2.767e-001	500	adherent	SNP-matched-reference	1260
663	7024-01-A01-02-53	20121112	EMEM001	2.767e-001	500	adherent	SNP-matched-reference	90
663	7024-01-A01-02-53	20121113	EMEM001	2.767e-001	500	adherent	SNP-matched-reference	90
664	7024-01-A01-02-53	20121112	DMEM011	6.880e-002	500	adherent	SNP-matched-reference	118
665	7024-01-A01-02-53	20121112	IMDM003	3.400e-003	500	adherent	SNP-matched-reference	128
666	7024-01-A01-02-53	20121112	EMEM001	2.767e-001	500	adherent	SNP-not-tested	144
667	7024-01-A01-02-53	20121112	DMEM001	2.225e-001	500	adherent	SNP-matched-reference	434
667	7024-01-A01-02-53	20121113	DMEM001	2.225e-001	500	adherent	SNP-matched-reference	434
668	7024-01-A01-02-53	20121112	DMEM001	2.225e-001	500	adherent	SNP-matched-reference	926
669	7024-01-A01-02-53	20121112	IMDM003	3.400e-003	500	mixed	SNP-matched-reference	522
670	7024-01-A01-02-53	20121112	DMEM001	2.225e-001	500	adherent	SNP-matched-reference	541
670	7024-01-A01-02-53	20121113	DMEM001	2.225e-001	500	adherent	SNP-matched-reference	541
671	7024-01-A01-02-53	20121112	MEM001	1.508e-001	500	adherent	SNP-matched-reference	556
672	7024-01-A01-02-53	20121112	DMEM001	2.225e-001	500	adherent	SNP-matched-reference	705
673	7024-01-A01-02-53	20121112	RPMI005	1.198e-001	500	adherent	SNP-unconfirmed	155439
674	7024-01-A01-02-53	20121112	RPMI009	2.443e-001	500	adherent	SNP-matched-reference	923
674	7024-01-A01-02-53	20121113	RPMI009	2.443e-001	500	adherent	SNP-matched-reference	923
675	7024-01-A01-02-53	20121112	IMDM002	3.290e-002	500	adherent	SNP-matched-reference	940
675	7024-01-A01-02-53	20121113	IMDM002	3.290e-002	500	adherent	SNP-matched-reference	940
676	7024-01-A01-02-53	20121112	EMEM003	3.400e-003	500	adherent	SNP-matched-reference	1042
677	7024-01-A01-02-53	20121112	DMEM012	1.006e-001	500	adherent	SNP-matched-reference	1051
678	7024-01-A01-02-53	20121112	DMEM001	2.225e-001	500	adherent	SNP-matched-reference	1195
678	7024-01-A01-02-53	20121113	DMEM001	2.225e-001	500	adherent	SNP-matched-reference	1195
679	7024-01-A01-02-53	20121112	DMEM001	2.225e-001	500	adherent	SNP-matched-reference	1283
680	7024-01-A01-02-54	20121116	RPMI003	4.510e-002	500	suspension	SNP-matched-reference	56
681	7024-01-A01-02-54	20121116	RPMI012	2.838e-001	500	suspension	SNP-matched-reference	75
682	7024-01-A01-02-54	20121116	RPMI007	1.282e-001	500	adherent	SNP-matched-reference	183
683	7024-01-A01-02-54	20121116	EMEM001	2.767e-001	500	adherent	SNP-matched-reference	193
684	7024-01-A01-02-54	20121116	IMDM003	3.400e-003	500	suspension	SNP-matched-reference	371
685	7024-01-A01-02-54	20121116	MEM001	1.508e-001	500	adherent	SNP-matched-reference	462
686	7024-01-A01-02-54	20121116	EMEM001	2.767e-001	500	adherent	SNP-matched-reference	475
687	7024-01-A01-02-54	20121116	MEM001	1.508e-001	500	suspension	SNP-matched-reference	561
688	7024-01-A01-02-54	20121116	IMDM002	3.290e-002	500	suspension	SNP-matched-reference	663
689	7024-01-A01-02-54	20121116	RPMI004	1.435e-001	500	suspension	SNP-matched-reference	155385
690	7024-01-A01-02-54	20121116	DMEMF12002	1.525e-001	500	suspension	SNP-matched-reference	155499
691	7024-01-A01-02-54	20121116	DMEMF12002	1.525e-001	500	adherent	SNP-matched-reference	155502
692	7024-01-A01-02-54	20121116	ALPHAMEM002	7.117e-001	500	adherent	SNP-matched-reference	852
693	7024-01-A01-02-54	20121116	IMDM002	3.290e-002	500	suspension	SNP-matched-reference	890
694	7024-01-A01-02-54	20121116	IMDM003	3.400e-003	500	suspension	SNP-matched-reference	1028
695	7024-01-A01-02-54	20121116	RPMI019	1.666e-001	500	suspension	SNP-matched-reference	1199
696	7024-01-A01-02-54	20121116	RPMI003	4.510e-002	500	mixed	SNP-matched-reference	1234
697	7024-01-A01-02-55	20121119	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	19
698	7024-01-A01-02-55	20121119	RPMI001	1.195e-001	500	suspension	SNP-matched-reference	34
699	7024-01-A01-02-55	20121119	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	345
700	7024-01-A01-02-55	20121119	RPMI001	1.195e-001	500	suspension	SNP-matched-reference	363
701	7024-01-A01-02-55	20121119	RPMI014	1.483e-001	500	suspension	SNP-matched-reference	461
702	7024-01-A01-02-55	20121119	DMEMF12003	4.570e+000	500	adherent	SNP-matched-reference	495
703	7024-01-A01-02-55	20121119	IMDM002	3.290e-002	500	suspension	SNP-unconfirmed	513
704	7024-01-A01-02-55	20121119	RPMI005	1.198e-001	500	adherent	SNP-matched-reference	155400
705	7024-01-A01-02-55	20121119	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	155422
706	7024-01-A01-02-55	20121119	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	155441
707	7024-01-A01-02-55	20121119	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	155365
708	7024-01-A01-02-55	20121119	DMEM012	1.006e-001	500	adherent	SNP-matched-reference	1055
709	7024-01-A01-02-55	20121119	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1186
710	7024-01-A01-02-56	20121123	RPMI001	1.195e-001	500	suspension	SNP-matched-reference	58
711	7024-01-A01-02-56	20121123	RPMI001	1.195e-001	500	suspension	SNP-matched-reference	203
712	7024-01-A01-02-56	20121123	RPMI001	1.195e-001	500	suspension	SNP-matched-reference	369
713	7024-01-A01-02-56	20121123	EMEM003	3.400e-003	500	adherent	SNP-matched-reference	448
714	7024-01-A01-02-56	20121123	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	635
715	7024-01-A01-02-56	20121123	RPMI001	1.195e-001	500	suspension	SNP-matched-reference	155292
716	7024-01-A01-02-56	20121123	RPMI011	2.311e-001	500	adherent	SNP-matched-reference	155463
717	7024-01-A01-02-56	20121123	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	155467
718	7024-01-A01-02-56	20121123	F12K001	2.619e+000	500	suspension	SNP-matched-reference	155322
719	7024-01-A01-02-56	20121123	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	155324
720	7024-01-A01-02-56	20121123	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	155325
721	7024-01-A01-02-56	20121123	IMDM005	1.196e-001	500	adherent	SNP-matched-reference	939
722	7024-01-A01-02-56	20121123	IMDM005	1.196e-001	500	adherent	SNP-matched-reference	935
723	7024-01-A01-02-56	20121123	RPMI001	1.195e-001	500	suspension	SNP-matched-reference	1000
724	7024-01-A01-02-56	20121123	RPMI003	4.510e-002	500	suspension	SNP-matched-reference	1014
725	7024-01-A01-02-56	20121123	RPMI001	1.195e-001	500	mixed	SNP-matched-reference	1089
726	7024-01-A01-02-56	20121123	MCDB002	2.094e-001	500	adherent	SNP-matched-reference	1208
727	7024-01-A01-02-57	20121130	RPMI001	1.195e-001	500	suspension	SNP-matched-reference	204
727	7024-01-A01-02-57	20121201	RPMI001	1.195e-001	500	suspension	SNP-matched-reference	204
728	7024-01-A01-02-57	20121130	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	301
728	7024-01-A01-02-57	20121201	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	301
729	7024-01-A01-02-57	20121130	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	337
729	7024-01-A01-02-57	20121201	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	337
730	7024-01-A01-02-57	20121130	DMEM001	2.225e-001	500	adherent	SNP-matched-reference	426
730	7024-01-A01-02-57	20121201	DMEM001	2.225e-001	500	adherent	SNP-matched-reference	426
731	7024-01-A01-02-57	20121130	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	155493
731	7024-01-A01-02-57	20121201	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	155493
732	7024-01-A01-02-57	20121130	IMDM005	1.196e-001	500	adherent	SNP-matched-reference	937
732	7024-01-A01-02-57	20121201	IMDM005	1.196e-001	500	adherent	SNP-matched-reference	937
733	7024-01-A01-02-57	20121130	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	52
733	7024-01-A01-02-57	20121201	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	52
734	7024-01-A01-02-57	20121130	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1100
734	7024-01-A01-02-57	20121201	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1100
735	7024-01-A01-02-57	20121130	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1112
735	7024-01-A01-02-57	20121201	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1112
736	7024-01-A01-02-57	20121130	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1126
736	7024-01-A01-02-57	20121201	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1126
737	7024-01-A01-02-57	20121130	RPMI001	1.195e-001	500	suspension	SNP-matched-reference	1130
737	7024-01-A01-02-57	20121201	RPMI001	1.195e-001	500	suspension	SNP-matched-reference	1130
738	7024-01-A01-02-57	20121130	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1160
738	7024-01-A01-02-57	20121201	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1160
739	7024-01-A01-02-57	20121130	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1170
739	7024-01-A01-02-57	20121201	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1170
740	7024-01-A01-02-57	20121130	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1189
740	7024-01-A01-02-57	20121201	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1189
741	7024-01-A01-02-57	20121130	MEM003	1.248e-001	500	adherent	SNP-matched-reference	1243
741	7024-01-A01-02-57	20121201	MEM003	1.248e-001	500	adherent	SNP-matched-reference	1243
742	7024-01-A01-02-57	20121130	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1271
742	7024-01-A01-02-57	20121201	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1271
743	7024-01-A01-02-57	20121130	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1273
743	7024-01-A01-02-57	20121201	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1273
744	7024-01-A01-02-57	20121130	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1286
744	7024-01-A01-02-57	20121201	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1286
745	7024-01-A01-02-58	20121203	RPMI003	4.510e-002	500	suspension	SNP-matched-reference	145
745	7024-01-A01-02-58	20121204	RPMI003	4.510e-002	500	suspension	SNP-matched-reference	145
746	7024-01-A01-02-58	20121203	HAMSF10001	1.373e-001	500	adherent	SNP-matched-reference	146
746	7024-01-A01-02-58	20121204	HAMSF10001	1.373e-001	500	adherent	SNP-matched-reference	146
747	7024-01-A01-02-58	20121203	RPMI001	1.195e-001	500	suspension	SNP-matched-reference	456
747	7024-01-A01-02-58	20121204	RPMI001	1.195e-001	500	suspension	SNP-matched-reference	456
748	7024-01-A01-02-58	20121203	RPMI003	4.510e-002	500	suspension	SNP-matched-reference	484
748	7024-01-A01-02-58	20121204	RPMI003	4.510e-002	500	suspension	SNP-matched-reference	484
749	7024-01-A01-02-58	20121203	IMDM002	3.290e-002	500	suspension	SNP-matched-reference	505
749	7024-01-A01-02-58	20121204	IMDM002	3.290e-002	500	suspension	SNP-matched-reference	505
750	7024-01-A01-02-58	20121203	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	566
750	7024-01-A01-02-58	20121204	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	566
751	7024-01-A01-02-58	20121203	HAMSF10001	1.373e-001	500	adherent	SNP-not-tested	603
751	7024-01-A01-02-58	20121204	HAMSF10001	1.373e-001	500	adherent	SNP-not-tested	603
752	7024-01-A01-02-58	20121203	MEM001	1.508e-001	500	adherent	SNP-matched-reference	673
752	7024-01-A01-02-58	20121204	MEM001	1.508e-001	500	adherent	SNP-matched-reference	673
753	7024-01-A01-02-58	20121203	RPMI001	1.195e-001	500	suspension	SNP-matched-reference	680
753	7024-01-A01-02-58	20121204	RPMI001	1.195e-001	500	suspension	SNP-matched-reference	680
754	7024-01-A01-02-58	20121203	IMDM002	3.290e-002	500	suspension	SNP-matched-reference	681
754	7024-01-A01-02-58	20121204	IMDM002	3.290e-002	500	suspension	SNP-matched-reference	681
755	7024-01-A01-02-58	20121203	RPMI003	4.510e-002	500	suspension	SNP-matched-reference	704
755	7024-01-A01-02-58	20121204	RPMI003	4.510e-002	500	suspension	SNP-matched-reference	704
756	7024-01-A01-02-58	20121203	RPMI004	1.435e-001	500	suspension	SNP-matched-reference	963
757	7024-01-A01-02-58	20121203	RPMI003	4.510e-002	500	suspension	SNP-matched-reference	980
757	7024-01-A01-02-58	20121204	RPMI003	4.510e-002	500	suspension	SNP-matched-reference	980
758	7024-01-A01-02-58	20121203	MCCOYS5A003	2.172e-001	500	adherent	SNP-unconfirmed	1044
758	7024-01-A01-02-58	20121204	MCCOYS5A003	2.172e-001	500	adherent	SNP-unconfirmed	1044
759	7024-01-A01-02-58	20121203	RPMI001	1.195e-001	500	suspension	SNP-matched-reference	1075
759	7024-01-A01-02-58	20121204	RPMI001	1.195e-001	500	suspension	SNP-matched-reference	1075
760	7024-01-A01-02-58	20121203	RPMI003	4.510e-002	500	suspension	SNP-matched-reference	1137
760	7024-01-A01-02-58	20121204	RPMI003	4.510e-002	500	suspension	SNP-matched-reference	1137
761	7024-01-A01-02-58	20121203	IMDM003	3.400e-003	500	suspension	SNP-matched-reference	1146
761	7024-01-A01-02-58	20121204	IMDM003	3.400e-003	500	suspension	SNP-matched-reference	1146
762	7024-01-A01-02-58	20121203	IMDM002	3.290e-002	500	suspension	SNP-matched-reference	1180
762	7024-01-A01-02-58	20121204	IMDM002	3.290e-002	500	suspension	SNP-matched-reference	1180
763	7024-01-A01-02-59	20121207	DMEM013	7.660e-003	500	adherent	SNP-matched-reference	67
764	7024-01-A01-02-59	20121207	DMEM013	7.660e-003	500	adherent	SNP-matched-reference	68
765	7024-01-A01-02-59	20121207	DMEM013	7.660e-003	500	adherent	SNP-matched-reference	69
766	7024-01-A01-02-59	20121207	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	160
767	7024-01-A01-02-59	20121207	RPMI003	4.510e-002	500	adherent	SNP-matched-reference	236
768	7024-01-A01-02-59	20121207	MCCOYS5A001	1.412e-001	500	adherent	SNP-matched-reference	264
769	7024-01-A01-02-59	20121207	DMEM001	2.225e-001	500	adherent	SNP-unconfirmed	431
770	7024-01-A01-02-59	20121207	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	572
771	7024-01-A01-02-59	20121207	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	127978
772	7024-01-A01-02-59	20121207	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1104
773	7024-01-A01-02-59	20121207	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1155
774	7024-01-A01-02-59	20121207	RPMI001	1.195e-001	500	adherent	SNP-not-tested	1159
775	7024-01-A01-02-59	20121207	EMEM001	2.767e-001	500	adherent	SNP-matched-reference	225
776	7024-01-A01-02-59	20121207	DMEM001	2.225e-001	500	adherent	SNP-matched-reference	1249
777	7024-01-A01-02-60	20121210	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	526
778	7024-01-A01-02-60	20121210	WAYMOUTH002	4.820e-002	500	adherent	SNP-not-tested	218
779	7024-01-A01-02-60	20121210	MCCOYS5A001	1.412e-001	500	adherent	SNP-matched-reference	271
780	7024-01-A01-02-60	20121210	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	324
781	7024-01-A01-02-60	20121210	RPMI005	1.198e-001	500	adherent	SNP-matched-reference	381
782	7024-01-A01-02-60	20121210	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	155356
783	7024-01-A01-02-60	20121210	RPMI005	1.198e-001	500	adherent	SNP-unconfirmed	909
784	7024-01-A01-02-60	20121210	RPMI001	1.195e-001	500	adherent	SNP-not-tested	1017
785	7024-01-A01-02-60	20121210	RPMI005	1.198e-001	500	adherent	SNP-matched-reference	1019
786	7024-01-A01-02-60	20121210	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1214
787	7024-01-A01-02-60	20121210	MEM001	1.508e-001	500	adherent	SNP-matched-reference	1223
788	7024-01-A01-02-61	20121214	WAYMOUTH002	4.820e-002	500	adherent	SNP-matched-reference	219
789	7024-01-A01-02-61	20121214	MCCOYS5A001	1.412e-001	500	adherent	SNP-matched-reference	352
790	7024-01-A01-02-61	20121214	DMEM011	6.880e-002	500	adherent	SNP-not-tested	471
791	7024-01-A01-02-61	20121214	EMEM005	1.507e-001	500	adherent	SNP-matched-reference	558
792	7024-01-A01-02-61	20121214	RPMI001	1.195e-001	500	adherent	SNP-unconfirmed	648
793	7024-01-A01-02-61	20121214	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	155421
794	7024-01-A01-02-61	20121214	RPMI005	1.198e-001	500	adherent	SNP-matched-reference	881
795	7024-01-A01-02-61	20121214	RPMI005	1.198e-001	500	adherent	SNP-matched-reference	1245
796	7024-01-A01-02-62	20121221	DMEM013	7.660e-003	500	adherent	SNP-matched-reference	70
797	7024-01-A01-02-62	20121221	DMEM005	7.710e-002	500	adherent	SNP-matched-reference	116
798	7024-01-A01-02-62	20121221	MCCOYS5A001	1.412e-001	500	adherent	SNP-matched-reference	122
799	7024-01-A01-02-62	20121221	MCCOYS5A001	1.412e-001	500	adherent	SNP-matched-reference	129
800	7024-01-A01-02-62	20121221	WAYMOUTH002	4.820e-002	500	adherent	SNP-matched-reference	215
801	7024-01-A01-02-62	20121221	RPMI005	1.198e-001	500	adherent	SNP-matched-reference	241
802	7024-01-A01-02-62	20121221	RPMI001	1.195e-001	500	adherent	SNP-unconfirmed	303
803	7024-01-A01-02-62	20121221	RPMI001	1.195e-001	500	adherent	SNP-unconfirmed	346
804	7024-01-A01-02-62	20121221	RPMI005	1.198e-001	500	adherent	SNP-matched-reference	382
805	7024-01-A01-02-62	20121221	DMEMF12003	4.570e+000	500	adherent	SNP-matched-reference	578
806	7024-01-A01-02-62	20121221	RPMIF12001	2.535e-001	500	adherent	SNP-matched-reference	584
807	7024-01-A01-02-62	20121221	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	587
808	7024-01-A01-02-62	20121221	RPMI001	1.195e-001	500	suspension	SNP-matched-reference	593
809	7024-01-A01-02-62	20121221	RPMI003	4.510e-002	500	adherent	SNP-matched-reference	651
810	7024-01-A01-02-62	20121221	RPMIMEM002	2.523e-001	500	adherent	SNP-matched-reference	671
811	7024-01-A01-02-62	20121221	RPMI003	4.510e-002	500	suspension	SNP-not-tested	874
812	7024-01-A01-02-62	20121221	RPMI005	1.198e-001	500	adherent	SNP-matched-reference	1073
813	7024-01-A01-02-62	20121221	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1094
814	7024-01-A01-02-63	20121224	DMEM013	7.660e-003	500	adherent	SNP-matched-reference	66
815	7024-01-A01-02-63	20121224	RPMI015	3.128e-001	500	suspension	SNP-matched-reference	253
816	7024-01-A01-02-63	20121224	IMDMDMEM001	2.149e-001	500	suspension	SNP-matched-reference	502
817	7024-01-A01-02-63	20121224	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	519
818	7024-01-A01-02-63	20121224	DMEMF12003	4.570e+000	500	adherent	SNP-matched-reference	530
819	7024-01-A01-02-63	20121224	RPMI001	1.195e-001	500	suspension	SNP-matched-reference	549
820	7024-01-A01-02-63	20121224	RPMIF12001	2.535e-001	500	adherent	SNP-matched-reference	581
821	7024-01-A01-02-63	20121224	ALPHAMEM003	7.117e-001	500	suspension	SNP-matched-reference	886
822	7024-01-A01-02-63	20121224	RPMI020	5.849e-001	500	adherent	SNP-matched-reference	925
823	7024-01-A01-02-63	20121224	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1114
824	7024-01-A01-02-63	20121224	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1133
825	7024-01-A01-02-63	20121224	RPMI018	1.070e-001	500	adherent	SNP-matched-reference	1175
826	7024-01-A01-02-63	20121224	DMEMF12003	4.570e+000	500	adherent	SNP-matched-reference	1176
827	7024-01-A01-02-63	20121224	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1188
828	7024-01-A01-02-63	20121224	RPMI014	1.483e-001	500	suspension	SNP-matched-reference	1225
829	7024-01-A01-02-64	20130107	RPMIMEM001	7.565e-001	500	adherent	SNP-matched-reference	10
830	7024-01-A01-02-64	20130107	NEURO001	1.041e-001	500	adherent	SNP-not-tested	79
831	7024-01-A01-02-64	20130107	NEURO001	1.041e-001	500	adherent	SNP-not-tested	82
832	7024-01-A01-02-64	20130107	NEURO001	1.041e-001	500	adherent	SNP-not-tested	88
833	7024-01-A01-02-64	20130107	NEURO001	1.041e-001	500	adherent	SNP-not-tested	93
834	7024-01-A01-02-64	20130107	NEURO001	1.041e-001	500	adherent	SNP-not-tested	94
835	7024-01-A01-02-64	20130107	NEURO001	1.041e-001	500	adherent	SNP-not-tested	95
836	7024-01-A01-02-64	20130107	DMEM006	5.480e-002	500	adherent	SNP-matched-reference	97
837	7024-01-A01-02-64	20130107	DMEM005	7.710e-002	500	adherent	SNP-matched-reference	186
838	7024-01-A01-02-64	20130107	RPMI001	1.195e-001	500	suspension	SNP-matched-reference	221
839	7024-01-A01-02-64	20130107	MCCOYS5A002	1.508e-001	500	adherent	SNP-matched-reference	262
840	7024-01-A01-02-64	20130107	RPMI001	1.195e-001	500	suspension	SNP-matched-reference	318
841	7024-01-A01-02-64	20130107	DMEM001	2.225e-001	500	adherent	SNP-matched-reference	421
842	7024-01-A01-02-64	20130107	DMEM001	2.225e-001	500	adherent	SNP-matched-reference	543
843	7024-01-A01-02-64	20130107	RPMI015	3.128e-001	500	suspension	SNP-matched-reference	639
844	7024-01-A01-02-64	20130107	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	155435
845	7024-01-A01-02-64	20130107	MCCOYS5A001	1.412e-001	500	adherent	SNP-matched-reference	1033
846	7024-01-A01-02-64	20130107	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1076
847	7024-01-A01-02-64	20130107	RPMI001	1.195e-001	500	mixed	SNP-matched-reference	1095
848	7024-01-A01-02-65	20130111	MCCOYS5A001	1.412e-001	500	adherent	SNP-matched-reference	26
849	7024-01-A01-02-65	20130111	IMDM004	1.713e-001	500	suspension	SNP-matched-reference	48
850	7024-01-A01-02-65	20130111	MEM001	1.508e-001	500	adherent	SNP-matched-reference	368
851	7024-01-A01-02-65	20130111	HCM001	1.992e-001	500	adherent	SNP-matched-reference	399
852	7024-01-A01-02-65	20130111	RPMI001	1.195e-001	500	adherent	SNP-not-tested	641
853	7024-01-A01-02-65	20130111	RPMI001	1.195e-001	500	suspension	SNP-matched-reference	155404
854	7024-01-A01-02-65	20130111	DMEM001	2.225e-001	500	adherent	SNP-matched-reference	436
855	7024-01-A01-02-66	20130114	DMEM001	2.225e-001	500	adherent	SNP-not-tested	410
856	7024-01-A01-02-66	20130114	IMDM003	3.400e-003	500	suspension	SNP-matched-reference	465
857	7024-01-A01-02-66	20130114	DMEMF12002	1.525e-001	500	adherent	SNP-matched-reference	155451
858	7024-01-A01-02-66	20130114	DMEMF12003	4.570e+000	500	adherent	SNP-matched-reference	1009
859	7024-01-A01-02-66	20130114	MCCOYS5A003	2.172e-001	500	adherent	SNP-matched-reference	1035
860	7024-01-A01-02-67	20130118	DMEM002	3.568e-001	500	adherent	SNP-not-tested	432
861	7024-01-A01-02-67	20130118	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	657
862	7024-01-A01-02-67	20130118	RPMI001	1.195e-001	500	suspension	SNP-matched-reference	155341
863	7024-01-A01-02-67	20130118	MCCOYS5A003	2.172e-001	500	adherent	SNP-unconfirmed	1004
864	7024-01-A01-02-67	20130118	DMEM005	7.710e-002	500	adherent	SNP-not-tested	1236
865	7024-01-A01-02-68	20130121	NEURO001	1.041e-001	500	adherent	SNP-not-tested	96
866	7024-01-A01-02-68	20130121	RPMI001	1.195e-001	500	suspension	SNP-matched-reference	155440
867	7024-01-A01-02-69	20130125	IMDM002	3.290e-002	500	suspension	SNP-matched-reference	1013
868	7024-01-A01-02-70	20130128	DMEM001	2.225e-001	500	adherent	SNP-matched-reference	424
869	7024-01-A01-02-70	20130128	DMEM001	2.225e-001	500	adherent	SNP-matched-reference	439
870	7024-01-A01-02-70	20130128	HAMSF12002	3.180e-002	500	adherent	SNP-not-tested	537
871	7024-01-A01-02-70	20130128	DMEM001	2.225e-001	500	adherent	SNP-matched-reference	956
872	7024-01-A01-02-70	20130128	EMEMF12001	3.400e-003	500	adherent	SNP-matched-reference	1052
873	7024-01-A01-02-71	20130201	DMEM001	2.225e-001	500	adherent	SNP-matched-reference	53
874	7024-01-A01-02-71	20130201	RPMI001	1.195e-001	500	mixed	SNP-matched-reference	157
875	7024-01-A01-02-71	20130201	RPMI017	1.253e-001	500	adherent	SNP-not-tested	652
876	7024-01-A01-02-71	20130201	RPMI006	5.390e-002	500	adherent	SNP-matched-reference	927
877	7024-01-A01-02-72	20130827	NEURO001	1.041e-001	500	spheroid	SNP-not-tested	78
