experiment_id	run_id	experiment_date	culture_media	baseline_signal	cells_per_well	growth_mode	snp_fp_status	master_ccl_id
878	7024-01-A01-02-72	20130827	NEURO001	1.041e-001	500	spheroid	SNP-not-tested	81
879	7024-01-A01-02-72	20130827	NEURO001	1.041e-001	500	spheroid	SNP-not-tested	84
880	7024-01-A01-02-72	20130827	NEURO001	1.041e-001	500	adherent	SNP-not-tested	91
881	7024-01-A01-02-72	20130827	NEURO001	1.041e-001	500	spheroid	SNP-not-tested	155803
882	7024-01-A01-02-72	20130827	NEURO001	1.041e-001	500	spheroid	SNP-not-tested	155804
883	7024-01-A01-02-72	20130827	NEURO001	1.041e-001	500	spheroid	SNP-not-tested	155805
884	7024-01-A01-02-72	20130827	NEURO001	1.041e-001	500	spheroid	SNP-not-tested	155806
885	7024-01-A01-02-72	20130827	NEURO001	1.041e-001	500	spheroid	SNP-not-tested	155807
886	7024-01-A01-02-72	20130827	NEURO001	1.041e-001	500	mixed	SNP-not-tested	155808
887	7024-01-A01-02-72	20130827	NEURO001	1.041e-001	500	spheroid	SNP-not-tested	155809
888	7024-01-A01-02-72	20130827	NEURO001	1.041e-001	500	spheroid	SNP-not-tested	155810
889	7024-01-A01-02-72	20130827	NEURO001	1.041e-001	500	spheroid	SNP-not-tested	155811
890	7024-01-A01-02-72	20130827	NEURO001	1.041e-001	500	mixed	SNP-not-tested	155812
891	7024-01-A01-02-72	20130827	NEURO001	1.041e-001	500	adherent	SNP-not-tested	155813
892	7024-01-A01-02-72	20130827	NEURO001	1.041e-001	500	spheroid	SNP-not-tested	155814
893	7024-01-A01-02-72	20130827	NEURO001	1.041e-001	500	spheroid	SNP-not-tested	155815
894	7024-01-A01-02-72	20130827	NEURO001	1.041e-001	500	mixed	SNP-not-tested	155816
895	7024-01-A01-02-72	20130827	NEURO001	1.041e-001	500	spheroid	SNP-not-tested	155817
896	7024-01-A01-02-72	20130827	NEURO001	1.041e-001	500	adherent	SNP-not-tested	155818
897	7024-01-A01-02-72	20130827	NEURO001	1.041e-001	500	spheroid	SNP-not-tested	120597
898	7024-01-A01-02-72	20130827	NEURO001	1.041e-001	500	spheroid	SNP-not-tested	155819
899	7024-01-A01-02-73	20130918	RPMI001	1.195e-001	500	adherent	SNP-not-tested	155823
900	7024-01-A01-02-73	20130918	DMEM006	5.480e-002	500	adherent	SNP-not-tested	155825
901	7024-01-A01-02-73	20130918	DMEM001	2.225e-001	500	adherent	SNP-not-tested	155820
902	7024-01-A01-02-73	20130918	DMEM001	2.225e-001	500	adherent	SNP-not-tested	155821
903	7024-01-A01-02-73	20130918	DMEM006	5.480e-002	500	adherent	SNP-not-tested	150887
904	7024-01-A01-02-73	20130918	DMEM006	5.480e-002	500	adherent	SNP-not-tested	155827
905	7024-01-A01-02-73	20130918	DMEM001	2.225e-001	500	adherent	SNP-not-tested	155822
906	7024-01-A01-02-73	20130918	RPMI001	1.195e-001	500	adherent	SNP-not-tested	155824
907	7024-01-A01-02-73	20130918	DMEM006	5.480e-002	500	adherent	SNP-not-tested	155826
